p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,monomer_state
0.05172414,0.04310345,0.047413792,0.073275864,0.012931035,0.01724138,0.060344826,0.09051724,0.077586204,0.047413792,0.060344826,0.08189655,0.03448276,0.060344826,0.047413792,0.03448276,0.05172414,0.00862069,0.047413792,0.05172414,0.0,1.0715412,-0.8697048,-2.3440447,0.4133908,0.14871353,-0.88746595,0.49439615,-1.3855566,-1.9372774,2.4164839,1.6080021,-0.6634494,0.018566152,-1.1356763,0.12924781,-1.5942177,1.554934,0.1755086,1.4388266,0.34706905,4.4097533,0.19792284,-0.59755045,2.082591,-0.011041725,0.29991078,-0.21330012,-0.08359745,-1.4322746,1.300109,2.0947409,0.41692948,-1.8365989,1.0680493,-1.6716084,-0.66278267,-0.95838046,1.5786417,0.40794957,0.22863849,-0.9998289,-1.3007327,0.8219391,-0.15791206,1.9728314,-2.1241274,1.9073181,1.5298924,-1.0533301,-0.43349627,0.3882845,-1.3469393,0.5276365,0.04160507,-0.59775025,-0.18494356,-0.14452313,-0.22757317,-1.7759908,0.18279779,0.3105711,1.8071471,-1.1840004,0.9557928,-0.49139994,-0.98320687,0.38959977,-0.24379633,-0.15638141,-1.4638994,-0.71922445,0.4796779,0.1894191,-0.55058014,-0.07979222,-0.48744065,-0.51079947,0.40602747,0.9256527,-0.43416744,-1.6297973,-0.557804,0.2326825,0.7132396,1.5391326,-0.26739618,3.425847,2.076727,2.3574836,0.923783,1.7484825,0.76453537,0.015921837,0.048304237,-1.1481743,-0.21158053,0.07907757,0.106813215,-1.0275972,2.3330362,1
0.053333335,0.04,0.017777778,0.062222224,0.0,0.035555556,0.09777778,0.10222222,0.022222223,0.04,0.053333335,0.09777778,0.04,0.044444446,0.053333335,0.053333335,0.062222224,0.013333334,0.04888889,0.062222224,0.0,0.9765108,-0.9241612,-2.374149,0.35835135,0.12802339,-0.7918609,0.5424056,-1.3805377,-1.9524205,2.4175487,1.5358559,-0.64301217,0.029488573,-1.0707285,0.17988372,-1.6124657,1.535421,0.1775363,1.3987161,0.42832267,4.411518,0.1950492,-0.6763384,2.0238733,-0.021487277,0.10644587,-0.16015196,-0.06401045,-1.3809973,1.2851124,2.0829558,0.38062984,-1.6941798,1.1329248,-1.636155,-0.7639435,-0.8749062,1.5966433,0.4004473,0.25496286,-0.9988222,-1.2995331,0.8895132,-0.25330618,1.8855984,-2.1127996,1.9013095,1.429022,-1.0441009,-0.48310277,0.37943855,-1.2913247,0.57485974,0.048724975,-0.6106679,-0.24347636,-0.07927884,-0.19851439,-1.8584074,0.15798123,0.42012352,1.8253491,-1.1623114,0.8627262,-0.45869613,-0.9308063,0.33263317,-0.10970729,-0.16712718,-1.4810495,-0.76008326,0.44579974,0.084044345,-0.4774879,-0.07849539,-0.53241867,-0.5544951,0.39907485,0.83647114,-0.43758777,-1.6004449,-0.5686871,0.29221782,0.73581445,1.5495485,-0.2536908,3.3819404,2.148361,2.411037,0.91742593,1.8740145,0.9592533,-0.070583686,0.06884593,-1.1774427,-0.07288114,0.10241354,0.16796622,-1.030493,2.338153,1
0.053333335,0.04,0.017777778,0.062222224,0.0044444446,0.026666667,0.09777778,0.10222222,0.022222223,0.04,0.057777777,0.09777778,0.04,0.044444446,0.053333335,0.057777777,0.057777777,0.013333334,0.04888889,0.062222224,0.0,0.9921398,-0.9430522,-2.353889,0.33607325,0.13823923,-0.78511834,0.56917894,-1.3979745,-1.9843304,2.4277434,1.5470302,-0.64239633,0.0063584456,-1.0772505,0.17167822,-1.6211969,1.5615041,0.16117214,1.4433059,0.4231413,4.4043484,0.16359285,-0.71816623,2.0106728,-0.055379283,0.10414788,-0.14986123,-0.06800995,-1.3551766,1.2826952,2.1006415,0.3645461,-1.7287626,1.1146249,-1.6387253,-0.77090985,-0.87686014,1.6361023,0.39456075,0.22696911,-0.99452126,-1.3003657,0.90971416,-0.25455752,1.8532864,-2.1261115,1.8820679,1.406214,-1.0607997,-0.48908052,0.38113555,-1.2743804,0.5953389,0.05082931,-0.59666455,-0.290963,-0.06994194,-0.205803,-1.8617473,0.14529611,0.40144783,1.794341,-1.1471334,0.8402807,-0.46959215,-0.95387775,0.3446581,-0.115689345,-0.19711266,-1.470606,-0.765522,0.45097637,0.058383554,-0.44781023,-0.056364022,-0.5488643,-0.55967087,0.40234533,0.8318408,-0.41278106,-1.6201464,-0.56947386,0.30914527,0.7485788,1.5452543,-0.29642612,3.3648236,2.1291177,2.4129279,0.9070878,1.8810197,0.980103,-0.074243926,0.0962806,-1.1871371,-0.08020701,0.10667034,0.13265294,-1.0487505,2.2743268,1
0.042372882,0.038135592,0.025423728,0.050847456,0.0,0.029661017,0.10169491,0.11440678,0.021186441,0.04661017,0.050847456,0.10169491,0.042372882,0.050847456,0.050847456,0.055084746,0.050847456,0.012711864,0.050847456,0.06355932,0.0,1.0031451,-0.85845137,-2.3426504,0.33720186,0.063154496,-0.86744314,0.50420696,-1.4168446,-1.9003943,2.3808777,1.5507562,-0.6632838,0.029002888,-1.03606,0.167525,-1.6459951,1.5179281,0.119610995,1.3693167,0.36676294,4.387362,0.27455914,-0.54823613,2.0128608,0.024733566,0.2154346,-0.119731225,-0.026892062,-1.3339444,1.3175116,1.9893972,0.37885323,-1.684691,1.1738704,-1.642092,-0.67648536,-0.96114546,1.5459,0.3888076,0.28790337,-1.0045869,-1.3141499,0.81379277,-0.30971903,1.8753189,-2.165158,1.8802948,1.5261785,-1.0133947,-0.41964075,0.4337256,-1.4111825,0.56750447,0.0613814,-0.6064488,-0.19959122,0.00018826734,-0.16188025,-1.8010256,0.14118142,0.4035801,1.7785869,-1.1898175,0.90353984,-0.42977852,-0.9489775,0.40487742,-0.12120944,-0.15683995,-1.437715,-0.65735114,0.3770188,0.17441408,-0.57302463,-0.15617117,-0.4672299,-0.47119853,0.3921572,0.92012244,-0.41527683,-1.5849043,-0.5332662,0.20545079,0.6979662,1.4938874,-0.2793319,3.373595,2.064264,2.4072394,0.8494281,1.7882812,0.79075265,-0.028936135,0.044146314,-1.1700099,-0.17790434,0.13519982,0.12191108,-0.9772873,2.3235986,1
0.050847456,0.038135592,0.025423728,0.04661017,0.004237288,0.025423728,0.105932206,0.11440678,0.021186441,0.042372882,0.050847456,0.10169491,0.042372882,0.04661017,0.050847456,0.055084746,0.055084746,0.012711864,0.050847456,0.059322033,0.0,0.9593193,-0.9101367,-2.3045213,0.3190046,0.085032806,-0.8428287,0.5199935,-1.4013638,-1.9332716,2.3898,1.6038954,-0.6588868,-0.028006226,-1.0601176,0.14049165,-1.6038544,1.5078233,0.11193291,1.3946371,0.4178273,4.329942,0.29039156,-0.5992152,1.991706,0.0012332989,0.1712422,-0.11700723,-0.05963144,-1.3375106,1.3133215,1.9707195,0.40549284,-1.7123722,1.1466411,-1.6273867,-0.7143201,-0.92406005,1.5306275,0.40148765,0.30344957,-0.99323964,-1.2596816,0.82931113,-0.33712888,1.8543497,-2.1489305,1.856432,1.525394,-0.98057634,-0.41196993,0.4382856,-1.3666902,0.57592654,0.07783315,-0.6365047,-0.24281006,0.03722586,-0.17140563,-1.7857776,0.23841214,0.39614946,1.793545,-1.2062536,0.8716943,-0.37728003,-0.98133403,0.40838543,-0.07659851,-0.21507223,-1.4273686,-0.682043,0.3798316,0.15969697,-0.52644783,-0.1449665,-0.49608815,-0.5326445,0.39008537,0.92259806,-0.46070102,-1.6732197,-0.5306686,0.22926769,0.6800543,1.4930117,-0.26723358,3.3737607,2.0829914,2.3865693,0.8357977,1.7575039,0.8038492,0.008231298,0.06662844,-1.175137,-0.1744266,0.12042796,0.108246975,-0.9552963,2.2882392,1
0.057777777,0.04,0.017777778,0.062222224,0.0,0.031111112,0.093333334,0.10666667,0.022222223,0.04,0.053333335,0.09777778,0.044444446,0.044444446,0.053333335,0.04888889,0.062222224,0.017777778,0.044444446,0.062222224,0.0,0.9887647,-0.9474363,-2.3425415,0.40824476,0.10368792,-0.80994236,0.5344288,-1.3885491,-1.9978763,2.4334617,1.5331392,-0.65365905,0.026926791,-1.07741,0.19854364,-1.6544449,1.5655937,0.15782088,1.4159507,0.45223537,4.3950896,0.21963438,-0.700002,2.0216238,-0.03475194,0.10781483,-0.1376674,-0.052206006,-1.3480877,1.2772505,2.0955439,0.3609758,-1.7375194,1.1379023,-1.6737491,-0.7721837,-0.8757219,1.6336275,0.40869728,0.23236899,-0.97565883,-1.3119912,0.9203539,-0.27715617,1.8604255,-2.1327052,1.8762134,1.4745146,-1.0566937,-0.51711553,0.37065133,-1.3093896,0.56032705,0.030541895,-0.62140036,-0.25989956,-0.04306871,-0.19305718,-1.8510568,0.16787316,0.42111656,1.8065286,-1.2073351,0.8505406,-0.49214053,-0.97585833,0.38006172,-0.078803085,-0.1968754,-1.4779798,-0.7770901,0.44276476,0.12368984,-0.49019894,-0.059969317,-0.52884793,-0.5733574,0.38933906,0.86189586,-0.4363225,-1.6288531,-0.56957585,0.29854292,0.7450835,1.5112729,-0.26401895,3.3770497,2.1409705,2.3804917,0.93077874,1.8796859,0.93151915,-0.047099728,0.10965703,-1.2118263,-0.07937993,0.079424694,0.13362677,-1.046455,2.3409426,1
0.048672568,0.044247787,0.017699115,0.057522126,0.0,0.030973451,0.10619469,0.10619469,0.026548672,0.03982301,0.048672568,0.092920355,0.048672568,0.03982301,0.053097345,0.053097345,0.057522126,0.013274336,0.048672568,0.06637168,0.0,1.0034565,-0.92692834,-2.3495157,0.31483835,0.17291667,-0.8007397,0.58736044,-1.3853681,-1.9159125,2.3807418,1.5346335,-0.6278259,0.013783623,-1.0545449,0.13569848,-1.6065782,1.5305697,0.17204073,1.3782933,0.41843945,4.441938,0.20905884,-0.70172614,2.0147429,-0.036464058,0.12608771,-0.1663267,-0.08150268,-1.3416568,1.3079,2.0661333,0.3793141,-1.6916798,1.1416765,-1.6402347,-0.7309111,-0.8992667,1.6005046,0.38785988,0.2727924,-1.0066984,-1.2718383,0.8944443,-0.23305252,1.869435,-2.1242545,1.9298391,1.4289104,-1.0133162,-0.46524906,0.38849404,-1.2545525,0.58801734,0.053764235,-0.58343107,-0.2397932,-0.07412973,-0.1985335,-1.836201,0.1891238,0.37209505,1.7728108,-1.1409974,0.844871,-0.42350984,-0.9241186,0.35594594,-0.07594832,-0.14934665,-1.5006782,-0.72524756,0.4186979,0.120048195,-0.48109698,-0.052145887,-0.47311842,-0.5234643,0.417039,0.84934855,-0.42286938,-1.6134422,-0.5598736,0.2849802,0.7504903,1.532645,-0.30908003,3.4119484,2.0887628,2.3883955,0.88869107,1.8469226,0.9487966,-0.0448909,0.08924356,-1.2048123,-0.06818703,0.10182682,0.14923476,-1.0105122,2.2637615,1
0.046692606,0.042801555,0.042801555,0.08560311,0.015564202,0.027237354,0.05836576,0.101167314,0.054474708,0.046692606,0.05836576,0.08171206,0.042801555,0.046692606,0.050583657,0.038910504,0.035019454,0.007782101,0.050583657,0.06614786,0.0,0.9190635,-0.86241496,-2.2162511,0.27697662,0.30999064,-0.80411124,0.44078547,-1.2398555,-1.9411445,2.4470294,1.6335304,-0.7075364,0.12774077,-1.3890389,0.002640764,-1.5683533,1.6369492,-0.009027733,1.3613878,0.25999948,4.3409433,0.2359669,-0.6589851,1.8116602,-0.076828934,-0.050680693,-0.28165522,0.017109549,-1.5546507,1.3393704,1.9756284,0.50748503,-2.0558002,1.0806562,-1.836748,-0.6958897,-0.9813397,1.5137777,0.51930255,0.09687758,-0.9805386,-1.2202905,0.7740966,-0.1615141,1.938818,-2.0990114,1.7152569,1.7211149,-1.0290711,-0.4441184,0.34918067,-1.4058459,0.46330324,0.15540873,-0.6835667,-0.085192226,-0.0019685267,-0.250222,-1.714522,0.32270783,0.35708183,1.8086872,-1.0236411,0.8731272,-0.22578362,-0.91401017,0.17485504,-0.064984985,-0.28490067,-1.3524934,-0.8109442,0.43194467,0.18564302,-0.59889007,-0.064849794,-0.18044697,-0.5113147,0.50317454,0.869912,-0.48436356,-1.535139,-0.5928191,0.05873708,0.73707396,1.4628394,-0.2782818,3.5199022,2.0119114,2.3833997,0.8260608,1.4859127,0.9169206,-0.06333867,0.05153288,-1.2739731,-0.28046173,0.04844018,0.29917708,-0.8873882,2.3151658,1
0.05172414,0.038793102,0.030172413,0.038793102,0.012931035,0.04310345,0.073275864,0.094827585,0.03448276,0.04310345,0.05172414,0.0862069,0.038793102,0.06465517,0.05172414,0.06896552,0.05172414,0.00862069,0.04310345,0.073275864,0.0,1.0488704,-0.8425928,-2.276497,0.40040845,0.09501153,-0.9217199,0.41142866,-1.3766127,-2.008402,2.4550076,1.5734233,-0.66152406,0.014430274,-1.2383871,0.097591534,-1.5968724,1.6369896,0.24239202,1.5124799,0.4479633,4.278478,0.11321696,-0.5158752,2.0541182,0.0028596516,0.30240145,-0.13259682,-0.1925692,-1.3666232,1.2618964,2.01738,0.50004476,-1.8247586,1.1400483,-1.6590568,-0.72088486,-0.9376547,1.5256664,0.5369569,0.2285573,-0.9779166,-1.2405784,0.8872486,-0.200751,1.8884836,-2.0955527,1.8978282,1.5228783,-1.0802846,-0.37540072,0.38908678,-1.2955045,0.45425138,0.046244636,-0.7143066,-0.23030968,-0.05932164,-0.117587276,-1.685831,0.21132123,0.39326757,1.7826518,-1.1429392,0.877584,-0.52759206,-0.99780196,0.35822695,-0.27890623,-0.25052437,-1.347609,-0.8338127,0.4748398,0.0029116825,-0.53986096,-0.042478893,-0.57611895,-0.5961251,0.44304872,0.8833057,-0.3097032,-1.6446288,-0.4048023,0.26366162,0.7077682,1.5024087,-0.21074219,3.4338353,1.9515619,2.279813,0.9121443,1.6572418,0.769462,0.06670902,0.09523675,-1.1338528,-0.074496895,0.02102904,0.0024731006,-0.97275007,2.303661,1
0.050458714,0.036697246,0.027522936,0.041284405,0.0091743115,0.02293578,0.08256881,0.10091743,0.04587156,0.041284405,0.050458714,0.07798165,0.04587156,0.055045873,0.055045873,0.07339449,0.06422018,0.0091743115,0.04587156,0.06422018,0.0,1.0965037,-0.91585535,-2.298601,0.42622906,0.22996126,-0.82477397,0.61432654,-1.3095309,-2.0181897,2.427289,1.6160313,-0.6181324,-0.025006993,-1.1723597,0.15762609,-1.6223483,1.5029794,0.16491745,1.4686626,0.37958166,4.315538,0.036742385,-0.8496609,1.9761418,-0.12347467,0.08652416,-0.1062236,-0.043587368,-1.2926881,1.2710872,2.0954463,0.43559563,-1.8055092,1.1338631,-1.5668163,-0.7098833,-0.8920806,1.5767795,0.40978184,0.12594438,-1.0022352,-1.224677,1.020954,-0.29694587,1.9179432,-2.069837,1.8382311,1.5041673,-1.1655383,-0.51595354,0.35199922,-1.2276002,0.5484707,0.028546188,-0.61277986,-0.22496182,-0.035753116,-0.24618882,-1.8240892,0.1602412,0.3654411,1.7545452,-1.1364764,0.79218155,-0.43816918,-0.9352024,0.35361,-0.08302603,-0.22135893,-1.4497552,-0.8801636,0.41132256,0.08087752,-0.47009712,-0.13560152,-0.55815345,-0.646406,0.44722107,0.8666146,-0.38076776,-1.6899085,-0.522818,0.3185794,0.70528287,1.4859788,-0.2468792,3.379041,2.0244942,2.4183123,0.88955194,1.7379968,1.0342101,-0.14256546,0.109072626,-1.257097,-0.04604204,0.068551764,0.09300017,-1.162639,2.1893208,1
0.060747664,0.03271028,0.05140187,0.042056076,0.009345794,0.023364486,0.07476635,0.11214953,0.028037382,0.018691588,0.05140187,0.07943925,0.028037382,0.07009346,0.042056076,0.046728972,0.093457945,0.014018691,0.037383176,0.08411215,0.0,1.0364668,-0.8489409,-2.3618913,0.43706366,0.21331571,-0.7197973,0.5179529,-1.292815,-1.9919368,2.391248,1.5494485,-0.6845729,0.101666115,-1.1613338,0.087833,-1.5820193,1.5052142,0.22577915,1.3811979,0.4603935,4.2536836,0.107084505,-0.8186895,1.9966165,-0.07369935,0.07028751,-0.07290522,-0.09002788,-1.3438349,1.2378585,2.0755353,0.36543944,-1.8409768,1.0765545,-1.613097,-0.6398748,-0.90037066,1.4271936,0.44717026,0.1778478,-0.9226875,-1.1976253,0.946637,-0.20812662,1.8461893,-2.0277827,1.8221755,1.4014608,-1.0578717,-0.40825155,0.36619568,-1.1695689,0.3803962,-0.069289796,-0.50543654,-0.11079436,-0.096548215,-0.24206494,-1.6923841,0.12001709,0.40078405,1.7465581,-1.0728408,0.79815537,-0.6366453,-0.8725524,0.37440565,-0.18195127,-0.31320506,-1.4159633,-0.74896306,0.42224878,0.105613746,-0.42118248,-0.09362098,-0.62889314,-0.4512436,0.492026,0.74018,-0.32302335,-1.5655164,-0.54750884,0.32909054,0.7000888,1.4685508,-0.21884072,3.29269,1.9512787,2.3171372,0.9930312,1.6399901,0.8635389,-0.032978915,0.1196848,-1.1324769,-0.107325345,-0.011186847,0.0817993,-1.0834197,2.1155725,1
0.049586777,0.02892562,0.06198347,0.07024793,0.008264462,0.02892562,0.06198347,0.08677686,0.03305785,0.05785124,0.0785124,0.0785124,0.02892562,0.049586777,0.041322313,0.049586777,0.07024793,0.008264462,0.049586777,0.05785124,0.0,1.1281903,-0.77200526,-2.3771667,0.36574504,-0.0059579574,-0.9583674,0.48034668,-1.4748354,-1.8809266,2.5440195,1.6183088,-0.6604147,0.062565595,-1.0844184,0.23572631,-1.6000272,1.5830334,0.20893458,1.5182173,0.31240627,4.335946,0.21769246,-0.52316856,2.1569188,0.06128343,0.4327696,-0.21548691,-0.064459376,-1.521181,1.293902,2.0776956,0.4359945,-1.866541,1.1205848,-1.75157,-0.71111935,-0.9932386,1.5001037,0.5239381,0.2815309,-0.9400119,-1.3022991,0.9189729,-0.3338025,2.0805652,-2.1689265,1.8994051,1.539089,-1.0499592,-0.3322181,0.38634035,-1.3084239,0.47947606,0.043950163,-0.63034236,-0.14328894,-0.01828646,-0.26815867,-1.8104942,0.20987596,0.2774268,1.9118156,-1.1139985,1.0037975,-0.42978564,-0.9436605,0.47735757,-0.30053857,-0.17463274,-1.3767613,-0.6855982,0.40367797,0.22998321,-0.48631993,-0.021111885,-0.5456914,-0.7117266,0.49553362,0.7870521,-0.48186836,-1.7327061,-0.5893752,0.27122056,0.61019504,1.6699412,-0.28772825,3.3755927,2.1294103,2.3976533,0.9418727,1.845825,0.701847,0.019958224,-0.017924827,-1.1434027,-0.20807931,0.08257952,-0.0055995937,-1.1619672,2.4703672,1
0.033195022,0.0373444,0.05394191,0.07053942,0.008298756,0.029045643,0.062240664,0.09543569,0.062240664,0.049792532,0.0746888,0.082987554,0.016597511,0.049792532,0.041493777,0.05394191,0.066390045,0.004149378,0.041493777,0.066390045,0.0,0.28693104,-0.4732864,-2.8537028,0.40073702,-0.19563407,-0.67357075,-0.26380655,-0.15251587,-1.1323286,1.6921172,1.0835992,-1.2501062,1.1247728,-0.97670054,0.7421105,-0.5076576,1.6202426,-0.107150614,0.5201059,0.23991607,3.584897,0.094924904,-0.51544154,0.9234439,0.32129171,0.0033365185,0.13674629,-0.085001044,-2.409844,0.35129246,0.6174312,0.7290428,-1.9222382,0.3906942,-2.2929296,-0.3517491,-0.9549615,0.6704232,0.30851033,-0.7431255,-0.9015194,-1.8377771,1.1081951,0.21917209,1.3579606,-1.8161501,1.7058051,0.56671786,-1.2931902,0.34687212,-0.59497684,-1.4579443,-0.59023607,0.08744562,-0.018393382,0.54943126,-0.16099717,-0.408256,-1.7877272,0.08708165,0.36300275,1.60675,0.8454726,0.8485352,-0.54350054,0.80476487,0.1696279,-0.33594915,0.06814362,-0.8519443,-0.5082838,-0.41533038,0.16233587,-0.650062,-0.10123493,-0.4743936,-0.09371527,1.2502813,0.29083815,-0.28097633,-0.14677641,-0.43529668,-0.038307425,0.72466743,1.8873584,0.20759478,3.7083454,1.7489567,1.9938978,1.1234517,0.6425014,-0.3491091,-0.02537045,-0.20472172,-1.0250813,-0.8844551,-0.093991384,0.11977248,-0.6829783,2.268638,1
0.053333335,0.04,0.017777778,0.062222224,0.0,0.035555556,0.09777778,0.10222222,0.031111112,0.031111112,0.053333335,0.09777778,0.04,0.044444446,0.053333335,0.04888889,0.062222224,0.013333334,0.04888889,0.06666667,0.0,0.98810655,-0.92333895,-2.3637967,0.37648714,0.12483509,-0.7957321,0.5345963,-1.3795887,-1.9670345,2.41941,1.5679921,-0.64814067,0.010017709,-1.0958765,0.17207766,-1.6129522,1.557124,0.17123497,1.3876176,0.42729822,4.4155765,0.19934036,-0.6849335,2.02161,-0.03909399,0.12716353,-0.13982919,-0.055030033,-1.3743831,1.3003879,2.092621,0.37540653,-1.7319937,1.1158706,-1.6548729,-0.75731623,-0.8967373,1.6062113,0.40876958,0.25804183,-1.0017822,-1.3172946,0.89774495,-0.2562506,1.8665515,-2.1139057,1.894599,1.4291523,-1.0283315,-0.4842203,0.37825507,-1.2664405,0.5725198,0.052856293,-0.6082271,-0.24388213,-0.09024012,-0.19898202,-1.8459569,0.16989003,0.4157746,1.8277079,-1.1787043,0.88410693,-0.47153014,-0.9304407,0.33521265,-0.10402976,-0.14976971,-1.4947807,-0.7631845,0.44051358,0.11357071,-0.45851249,-0.077637725,-0.53950065,-0.56029814,0.40605462,0.82978487,-0.45440003,-1.6242002,-0.5611165,0.2908942,0.7452511,1.5458107,-0.24835834,3.378077,2.1416361,2.4175482,0.91882044,1.8662776,0.94895196,-0.04326761,0.076855,-1.1923175,-0.101642415,0.101356365,0.16727394,-1.0217762,2.3173063,1
0.04489796,0.036734693,0.040816326,0.036734693,0.01632653,0.03265306,0.073469386,0.10204082,0.06122449,0.036734693,0.07755102,0.073469386,0.036734693,0.040816326,0.04489796,0.04489796,0.08163265,0.012244898,0.04897959,0.057142857,0.0,1.0232117,-0.8099667,-2.3031142,0.32385138,0.068096735,-0.79806983,0.5591559,-1.3557274,-1.983969,2.3939154,1.6025622,-0.63563794,0.061076626,-1.1364082,0.1285069,-1.5393348,1.5548874,0.11391866,1.4456751,0.38327956,4.3959875,0.17150804,-0.60011566,1.9659272,0.0127008185,0.275191,-0.19298963,-0.07912652,-1.3753709,1.4124136,1.9559807,0.38456908,-1.8386395,1.0650984,-1.7242868,-0.69971126,-0.8842361,1.5833166,0.37713358,0.2723851,-0.96520853,-1.3109548,0.72900015,-0.25274923,1.9031769,-2.1005342,1.8738412,1.4267489,-1.0918907,-0.37467226,0.37345788,-1.4013951,0.59256154,0.05726844,-0.678963,-0.24250801,-0.061442655,-0.21077508,-1.7575579,0.1924399,0.34020603,1.7627622,-1.1100659,0.98829246,-0.39788076,-0.9553454,0.3112683,-0.24517356,-0.06312263,-1.4499004,-0.66076016,0.3827495,0.187136,-0.5386601,-0.024756055,-0.40807074,-0.4320039,0.43895987,0.8968711,-0.47835314,-1.6273962,-0.47092912,0.16507813,0.69201136,1.4984405,-0.26986897,3.4843075,2.0065787,2.3124626,0.92335516,1.7154119,0.7578013,0.032719713,-0.04314088,-1.1894832,-0.20808251,0.09743137,0.15407284,-1.0249994,2.3212028,1
0.04910714,0.035714287,0.04910714,0.071428575,0.017857144,0.02232143,0.071428575,0.08928572,0.04017857,0.04910714,0.058035713,0.08928572,0.03125,0.04910714,0.05357143,0.04464286,0.035714287,0.008928572,0.058035713,0.07589286,0.0,1.1330518,-0.8911802,-2.296411,0.3979344,0.21060048,-0.91404086,0.51926625,-1.4130262,-1.9171859,2.5445418,1.6308457,-0.6418843,0.018454136,-1.0896915,0.19019999,-1.5970895,1.5128444,0.2212942,1.4390887,0.3542547,4.4292397,0.19155192,-0.68042564,2.0615199,-0.03714637,0.12606642,-0.13961062,-0.09559386,-1.3844926,1.334391,2.154859,0.38164544,-1.8449476,1.0477245,-1.6124195,-0.71438044,-0.87247515,1.541604,0.4787953,0.22931421,-0.9606968,-1.2115949,0.9078976,-0.19754481,1.9185026,-2.160054,1.8678688,1.5650831,-1.0818007,-0.45949206,0.39153314,-1.2338645,0.5379027,0.0466067,-0.54887074,-0.22666894,-0.13590232,-0.2468969,-1.8189915,0.17620148,0.37094972,1.8350447,-1.1738284,0.8765833,-0.50496715,-0.9787982,0.41484866,-0.1824038,-0.24290808,-1.4914477,-0.7605931,0.44179887,0.15446575,-0.50117093,-0.11187755,-0.5191674,-0.6121167,0.47441387,0.86536855,-0.38795656,-1.6681737,-0.6358725,0.31211352,0.6993659,1.5820274,-0.33861968,3.3783739,2.065249,2.3549652,0.9321868,1.7210008,0.93166363,-0.04130637,0.09409367,-1.1636401,-0.13827197,0.07101086,0.09347091,-1.1007217,2.2479892,1
0.038961038,0.034632035,0.051948052,0.056277055,0.012987013,0.025974026,0.06926407,0.08225108,0.060606062,0.043290045,0.07359307,0.08225108,0.025974026,0.051948052,0.056277055,0.038961038,0.060606062,0.012987013,0.04761905,0.07359307,0.0,1.1226313,-0.784645,-2.2706404,0.3477316,0.16967401,-0.8834039,0.4529035,-1.404779,-1.920944,2.494216,1.5855556,-0.64435464,0.011879646,-1.1259242,0.12653922,-1.5168177,1.5924021,0.16669022,1.4828248,0.37175307,4.321127,0.07486281,-0.49788716,2.080399,-0.042454056,0.34294543,-0.12188608,-0.006057421,-1.3950534,1.3063103,2.0496137,0.46993032,-1.8552097,1.0934305,-1.638461,-0.6611091,-0.9726766,1.5098714,0.48830017,0.23581028,-0.9425968,-1.2678411,0.84051824,-0.14081073,1.9454336,-2.1596005,1.8562422,1.5110167,-1.1075127,-0.37814963,0.40131432,-1.2497243,0.40614516,0.047414467,-0.6175078,-0.1932478,-0.13217908,-0.21910551,-1.74438,0.24786732,0.3295223,1.7748369,-1.1391667,1.0087546,-0.5884637,-0.9751594,0.41313854,-0.25545555,-0.09331103,-1.4087571,-0.6672862,0.39176872,0.08506197,-0.5499454,-0.12418944,-0.55255723,-0.5537148,0.4409696,0.92612743,-0.35531688,-1.6649464,-0.4306506,0.28561822,0.66183084,1.5581591,-0.17007814,3.3679643,2.0901668,2.351308,0.95309883,1.6965377,0.7822887,0.0633775,0.08591459,-1.1159078,-0.18289438,0.070212625,0.1127382,-0.98315847,2.2420282,1
